name,activity,governorate,phone
AFRIQUE BETON,Béton prêt à l'emploi.,Ariana,(216) - 71 695 608 / 20 299 299
AMEN DEVELOPPEMENT,"Verre creux (verre de table et bouteillerie) - Articles ménagers en porcelaine, faïence et grès.",Nabeul,(216) - 72 203 525
AMIRA DES CARRIERES,Extraction et transformation de pierres et marbre.,Kebili,(216) - 50 400 171 / 75 490 110
APM,Autres ouvrages en béton ou en plâtre.,Nabeul,(216) - 98 308 558 / 72 234 244
ARCHIGLASS,Façonnage et transformation du verre plat.,Ariana,(216) - 71 769 618
ATLAS MINERAL,Extraction et transformation de pierres et marbre.,Kasserine,(216) - 71 830 067 / 77 413 007
AZZOUZI MARBRE,Extraction et transformation de pierres et marbre.,Kasserine,(216) - 28 300 100 / 77 480 561
BBM,Produits réfractaires.,Zaghouan,(216) - 71 455 444
BBMP ( SFAX ),Articles en ciment ou en béton (tuyaux et conduits).,Sfax,(216) - 29 915 220 / 27 315 527
BBMP ( ZAGHOUAN ),Articles en ciment ou en béton (tuyaux et conduits).,Zaghouan,(216) - 71 434 455 / 72 679 540
BCM (ZERAMDINE),Briques et hourdis.,Monastir,(216) - 36 405 883 / 73 410 141
BEST BETON,Articles en ciment ou en béton (tuyaux et conduits).,Zaghouan,(216) - 71 433 120 / 29 172 034
BETONIA,Articles en ciment ou en béton (tuyaux et conduits).,Nabeul,(216) - 36 186 000 / 20 386 000
BITUMED,Produits minéraux non métalliques N.C.A..,Ben Arous,(216) - 71 448 227
BITUMES CENTRE,Produits minéraux non métalliques N.C.A..,Kairouan,(216) - 71 448 227 / 77 274 812
BIZERTA GLASS,Façonnage et transformation du verre plat.,Bizerte,(216) - 58 388 840 / 72 530 606
BJ,Briques et hourdis.,Monastir,(216) - 73 590 120
BKS,Briques et hourdis.,Sousse,(216) - 29 920 160 / 39 151 951
BLC (JAMMEL),Briques et hourdis.,Monastir,(216) - 73 590 748 / 73 590 851
BMB,Briques et hourdis.,Nabeul,(216) - 72 228 200
BMS PLUS,Articles en ciment ou en béton (tuyaux et conduits).,Gabes,(216) - 22 323 088
BMT (TEBOULBA),Briques et hourdis.,Monastir,(216) - 73 479 116 / 73 479 244
BODO BETON,Articles en ciment ou en béton (tuyaux et conduits).,Ariana,(216) - 70 934 687 / 22 722 723
BOUAJILA ALI BEN ABDALLAH,Produits minéraux non métalliques N.C.A..,Kebili,(216) - 75 490 809
BPS,Articles en ciment ou en béton (tuyaux et conduits).,Gabes,(216) - 22 323 088
BRIQUETERIE AHMED ZARIAT,Briques et hourdis.,Nabeul,(216) - 72 229 097 / 98 326 221
BRIQUETERIE ESSID,Briques et hourdis.,Nabeul,(216) - 22 363 000 / 72 363 000
BRIQUETERIE JEBEL EL OUEST,Briques et hourdis.,Zaghouan,(216) - 70 020 520 / 72 119 900
BRIQUETERIE MAZDOUR,Briques et hourdis.,Monastir,(216) - 73 272 710 / 73 414 463
BRIQUETERIE OUNAISSA,Briques et hourdis.,Nabeul,(216) - 98 318 738
BTI,Autres articles en verre - Travail de la pierre.,Bizerte,(216) - 70 029 380 / 70 029 382
CAP BETON,Béton prêt à l'emploi.,Nabeul,(216) - 73 275 788
CARMEUSE TUNISIE,Chaux.,Gabes,(216) - 26 205 000
CARRELAGES CHAIEB,Carreaux en ciment.,Monastir,(216) - 73 420 800
CARRELAGES CHAIEB (MENZEL HARB),Carreaux en ciment.,Monastir,(216) - 29 653 000 / 73 420 800
CARRELAGES TOUHAMI,Carreaux en ciment.,Gafsa,(216) - 98 584 764 / 76 222 764
CARRIERE DE TEJRA,Extraction et transformation de pierres et marbre.,Medenine,(216) - 75 601 023 / 98 344 415
CARRIERE ROMDHANI,Extraction et transformation de pierres et marbre.,Beja,(216) - 78 470 387
CARRIERES DE KOUTINE,Extraction et transformation de pierres et marbre.,Medenine,(216) - 98 318 742
CARRIERES DE QUALITE ET DE L'EXCELLENCE,Extraction et transformation de pierres et marbre.,Kasserine,(216) - 29 791 329
CARTHAGE CEMENT,Ciment.,Ben Arous,(216) - 71 190 301
CARTHAGO SA,Carreaux en céramique.,Sfax,(216) - 74 271 291 / 74 271 292
CAT (JEBEL JELOUD),Ciment - Chaux.,Tunis,(216) - 71 135 358 / 71 135 364
CBM (TEBOURSOUK),Extraction et transformation de pierres et marbre.,Beja,(216) - 73 227 113 / 98 723 326
CCG,Carreaux en ciment.,Gabes,(216) - 75 271 372 / 29 711 830
CERAC,Briques et hourdis.,Monastir,(216) - 73 225 318 / 73 591 084
CERAMIC CERES,Carreaux en céramique.,Ben Arous,(216) - 79 307 333 / 29 945 282
CERAT,"Articles ménagers en porcelaine, faïence et grès.",Ben Arous,(216) - 71 398 128 / 71 398 068
CHIKY ET CIES,Extraction et transformation de pierres et marbre.,Kairouan,(216) - 98 722 567 / 77 300 303
CIOK,Ciment.,Le kef,(216) - 78 223 388 / 78 253 612
CIRTA MARBRE ROYAL,Extraction et transformation de pierres et marbre.,Le kef,(216) - 25 062 193
CJO,Ciment - Chaux.,Zaghouan,(216) - 36 408 734 / 36 408 700
CM (FONDOUK JEDID),Extraction et transformation de pierres et marbre.,Nabeul,(216) - 72 250 021 / 97 325 026
CMA (JEBEL JELOUD),Extraction et transformation de pierres et marbre.,Tunis,(216) - 71 494 358 / 71 490 887
CMGM,Extraction et transformation de pierres et marbre.,Sfax,(216) - 28 772 782 / 50 554 413
COGEMAC,Extraction et transformation de pierres et marbre - Carreaux en ciment.,Tunis,(216) - 55 305 787
COTUVEM,Verre plat - Façonnage et transformation du verre plat.,Tunis,(216) - 71 787 680
COULEURS NABEUL,Extraction et transformation d'argile et kaolin.,Nabeul,(216) - 58 556 653 / 72 272 442
CPS,Carreaux en ciment.,Gabes,(216) - 36 149 968
CST,Extraction et transformation de pierres et marbre.,Medenine,(216) - 98 778 850 / 75 690 157
CSVM,Façonnage et transformation du verre plat.,Sfax,(216) - 74 286 287 / 74 225 504
DAOUD BETON,Béton prêt à l'emploi.,Ben Arous,(216) - 71 388 208 / 71 388 191
DBS,Produits minéraux non métalliques N.C.A..,Ben Arous,(216) - 79 101 100 / 36 032 222
DC INDUSTRIE,Ciment.,Kairouan,(216) - 27 343 344
DISHES & DECO,"Articles ménagers en porcelaine, faïence et grès.",Nabeul,(216) - 28 815 433
DOREMAIL,Carreaux en céramique.,Nabeul,(216) - 71 905 955 / 31 368 383
DURAVIT TUNISIA,Articles sanitaires en céramique.,Bizerte,(216) - 70 029 240
EBC,Extraction et transformation de pierres et marbre.,Manouba,(216) - 98 342 285 / 98 423 905
EBCE,Béton prêt à l'emploi.,Sousse,(216) - 73 228 135 / 27 389 938
ECOMAT,Articles en ciment ou en béton (tuyaux et conduits).,Ben Arous,(216) - 29 807 785 / 29 572 474
EL EHSAN EVG-3D,Articles en ciment ou en béton (tuyaux et conduits).,Gabes,(216) - 98 178 207 / 75 337 000
EL KANAOUET,Articles en ciment ou en béton (tuyaux et conduits).,Sousse,(216) - 73 250 077
EL MAWASSIR,Tuyaux et plaques en amiante-ciment.,Zaghouan,(216) - 71 434 456 / 72 679 531
EMA (LA SOUKRA),Produits abrasifs.,Ariana,(216) - 98 170 006 / 71 941 102
ENNAIM,"Articles ménagers en porcelaine, faïence et grès.",Nabeul,(216) - 99 331 433 / 72 221 021
ERB,Articles en ciment ou en béton (tuyaux et conduits).,Gabes,(216) - 75 290 366 / 75 290 766
ESPOIR CERAMIQUE,Carreaux en céramique.,Nabeul,(216) - 22 892 487 / 25 362 702
ETS ERNEZ HECHEMI BEN ABDELMAJID,Façonnage et transformation du verre plat.,Sousse,(216) - 73 230 201
ETS SIALA FRERES,Façonnage et transformation du verre plat.,Tunis,(216) - 71 922 320
EURO CEM,Ciment.,Monastir,(216) - 53 255 555 / 53 059 818
EVM,Verre plat - Façonnage et transformation du verre plat.,Sfax,(216) - 74 469 580 / 26 330 744
EXTRA MARBRE,Extraction et transformation de pierres et marbre.,Gabes,(216) - 24 424 000
FORACHEM,Extraction et transformation de pierres et marbre.,Gabes,(216) - 71 886 922 / 75 335 549
FRERES GUETTARI DES CARRIERES,Extraction et transformation de pierres et marbre.,Gafsa,(216) - 98 282 991
GAMMA BETON,Béton prêt à l'emploi.,Jendouba,(216) - 20 170 661
GCCB,Carreaux en céramique.,Nabeul,(216) - 72 363 000
GCS,Extraction et transformation de pierres et marbre.,Zaghouan,(216) - 29 910 121
GDI,Façonnage et transformation du verre plat.,Ariana,(216) - 21 000 010 / 22 508 879
GENCAR,Carreaux en ciment.,Gabes,(216) - 75 237 555 / 75 273 555
GENERAL BETON TUNISIE,Béton prêt à l'emploi.,Ben Arous,(216) - 36 247 599 / 36 470 260
GENERAL BETON TUNISIE (MESJED AISSA),Béton prêt à l'emploi.,Monastir,(216) - 36 247 599 / 73 422 485
GENERAL BETON TUNISIE (SIDI THABET),Béton prêt à l'emploi.,Ariana,(216) - 36 247 599 / 71 552 718
GEOCATRA,Extraction et transformation de pierres et marbre.,Zaghouan,(216) - 71 347 263 / 98 677 666
GEP,Articles en ciment ou en béton (tuyaux et conduits).,Zaghouan,(216) - 71 888 368 / 72 640 090
GJO,Extraction et transformation de pierres et marbre.,Zaghouan,(216) - 36 408 700 / 36 408 734
GL BETON TUNISIE,Béton prêt à l'emploi.,Bizerte,(216) - 36 247 599 / 29 835 836
GL BETON TUNISIE (HERGLA),Béton prêt à l'emploi.,Sousse,(216) - 36 247 599 / 28 747 904
GLAMIVER,Verre plat - Façonnage et transformation du verre plat.,Tunis,(216) - 71 205 366
GMG,Extraction et transformation de pierres et marbre.,Sousse,(216) - 73 314 122 / 73 308 205
GOLF BETON,Béton prêt à l'emploi.,Gabes,(216) - 75 267 016
HABIB NACEUR YOUSSEF,Travail de la pierre.,Le kef,
HANACEM TUNISIA,Ciment.,Gabes,(216) - 75 267 037
HANNIBAL MARBRE,Extraction et transformation de pierres et marbre.,Monastir,(216) - 73 478 211
HAOUES,Briques et hourdis.,Nabeul,(216) - 27 308 883 / 72 220 055
HERMESS CARBONATE,Extraction et transformation de pierres et marbre.,Kasserine,(216) - 70 021 620 / 36 404 520
HF,Extraction et transformation de pierres et marbre.,Gabes,(216) - 75 275 146 / 75 350 910
IDEAL BRIQUE,Briques et hourdis.,Monastir,(216) - 73 491 482
IDEAL SANITAIRE,"Articles ménagers en porcelaine, faïence et grès - Articles sanitaires en céramique.",Ben Arous,(216) - 71 398 114
IMCB,Extraction et transformation de pierres et marbre.,Nabeul,(216) - 94 008 125 / 72 362 504
IMM,Extraction et transformation de pierres et marbre.,Ben Arous,(216) - 71 384 813 / 71 384 786
IMM CARRIERES,Extraction et transformation de pierres et marbre.,Le kef,(216) - 71 384 786
INTER MARBRE,Extraction et transformation de pierres et marbre.,Ben Arous,(216) - 50 509 040 / 71 409 863
ITB (MEDJEZ EL BAB),Articles en ciment ou en béton (tuyaux et conduits).,Beja,(216) - 78 560 288
KAOUECH BETON,Béton prêt à l'emploi - Autres ouvrages en béton ou en plâtre.,Medenine,(216) - 75 624 820
KNAUF PLATRES SA,Plâtre.,Sidi Bouzid,(216) - 71 409 444 / 29 462 766
LA BRIQUE TNNE,Briques et hourdis.,Nabeul,(216) - 72 286 718
LA LIBERTE DE MARBRE,Extraction et transformation de pierres et marbre.,Siliana,(216) - 78 826 023 / 97 277 462
L'ABRASIF INDUSTRIEL,Produits abrasifs.,Sousse,(216) - 71 409 399 / 73 252 026
LACERAMIC (LA PECHERIE),Produits réfractaires.,Bizerte,(216) - 93 463 622 / 72 510 069
L'ART DU BETON GAFSA,Articles en ciment ou en béton (tuyaux et conduits).,Gafsa,(216) - 76 210 041
LE ROI DU BETON,Béton prêt à l'emploi.,Sousse,(216) - 27 000 060 / 73 248 879
LE SCULPTEUR,Travail de la pierre.,Nabeul,(216) - 24 362 274
LES CARRIERES EL KHIR & BARAKA,Extraction et transformation de pierres et marbre.,Nabeul,(216) - 55 052 327
LES CIMENTS DE BIZERTE,Ciment - Chaux.,Bizerte,(216) - 72 510 444
LES NOUVELLES CARRIERES,Extraction et transformation de pierres et marbre.,Gabes,(216) - 75 270 638 / 25 390 430
LES NOUVELLES PAVEES DU SUD,Articles en ciment ou en béton (tuyaux et conduits).,Kebili,(216) - 75 490 206
L'ESSOR,Extraction et transformation de pierres et marbre.,Zaghouan,(216) - 20 399 525
MAGHREB BETON,Articles en ciment ou en béton (tuyaux et conduits).,Le kef,(216) - 97 457 794
MANSOUR HAFIANE,Extraction et transformation de pierres et marbre.,Le kef,(216) - 97 109 865
MARBERIE BENNOUR,Extraction et transformation de pierres et marbre.,Beja,(216) - 71 808 333 / 98 334 677
MARBRE BEN ATIG,Extraction et transformation de pierres et marbre.,Nabeul,(216) - 98 226 688 / 72 292 696
MARBRE CHAIEB,Extraction et transformation de pierres et marbre.,Siliana,(216) - 92 173 889
MARBRE DU NORD,Extraction et transformation de pierres et marbre.,Siliana,(216) - 95 499 822
MARBRE SANITAIRE,Extraction et transformation de pierres et marbre.,Ben Arous,(216) - 71 433 107
MARBRERIE ASSIA,Extraction et transformation de pierres et marbre - Travail de la pierre.,Nabeul,(216) - 98 209 963 / 98 101 354
MARBRERIE BAKIR,Extraction et transformation de pierres et marbre.,Sousse,(216) - 73 248 417 / 73 248 588
MARBRERIE CHAABANE,Extraction et transformation de pierres et marbre.,Gabes,(216) - 58 320 540 / 75 293 034
MARBRERIE EL ANDALOUS PLUS,Extraction et transformation de pierres et marbre.,Sousse,(216) - 39 162 978
MARBRERIE EL FARJI,Extraction et transformation de pierres et marbre.,Sousse,(216) - 73 284 686 / 31 122 464
MARBRERIE JERIDI,Extraction et transformation de pierres et marbre.,Tunis,(216) - 71 559 704
MARBRERIE KEMALI,Extraction et transformation de pierres et marbre.,Medenine,(216) - 75 630 252 / 99 061 338
MARBRERIE LAZREG,Extraction et transformation de pierres et marbre.,Sousse,(216) - 73 322 445
MARBRERIE MKHININI,Extraction et transformation de pierres et marbre.,Sousse,(216) - 73 398 045 / 73 314 140
MARBRERIE ROYALE,Extraction et transformation de pierres et marbre.,Nabeul,(216) - 72 321 005
MARBRERIE SAYADI ET CIE,Extraction et transformation de pierres et marbre.,Monastir,(216) - 73 525 238 / 53 607 660
MARBRERIE TUNIS CARTHAGE,Extraction et transformation de pierres et marbre.,Ariana,(216) - 70 836 518
MARMO DESIGN,Extraction et transformation de pierres et marbre.,Bizerte,(216) - 23 033 033
MARMOTECK,Extraction et transformation de pierres et marbre.,Nabeul,(216) - 72 225 226
MASCO,Carreaux en ciment - Articles en ciment ou en béton (tuyaux et conduits).,Sousse,(216) - 73 323 456 / 73 323 122
MASUD,Extraction et transformation de pierres et marbre.,Sfax,(216) - 74 453 207 / 74 453 644
MB 3000,Briques et hourdis.,Sousse,(216) - 73 289 912
MBS,Extraction et transformation de pierres et marbre.,Gabes,(216) - 71 889 401 / 75 275 146
MBTM,Articles en ciment ou en béton (tuyaux et conduits).,Sousse,(216) - 73 284 253
MDA,Produits abrasifs.,Monastir,(216) - 73 590 885
MDO,Extraction et transformation de pierres et marbre.,Ben Arous,(216) - 71 383 220 / 71 384 341
MEDGYP,Plâtre.,Tataouine,(216) - 75 882 222
MEDITERRANEAN GLASS FACTORY,Façonnage et transformation du verre plat.,Bizerte,(216) - 56 224 444
MELLITA MARBRE,Extraction et transformation de pierres et marbre.,Medenine,(216) - 75 673 167
MERVEILLE DU CENTRE,Carreaux en ciment.,Kasserine,(216) - 23 504 376
MIT,Extraction et transformation de sable et granulat.,Kairouan,(216) - 23 225 165
MJM,Extraction et transformation de pierres et marbre.,Mahdia,(216) - 24 720 408 / 73 687 206
M'NIHLA MARBRE,Extraction et transformation de pierres et marbre.,Ariana,(216) - 98 266 404 / 29 791 329
MONDIAL MARBRE,Extraction et transformation de pierres et marbre.,Sousse,(216) - 73 261 454
MPC ESSID,Carreaux en céramique.,Nabeul,(216) - 72 363 000
MSF (MONASTIR),Extraction et transformation de pierres et marbre.,Monastir,(216) - 73 525 238
MTVM,Verre plat - Façonnage et transformation du verre plat - Verre creux (verre de table et bouteillerie).,Sfax,(216) - 26 467 809
NAILY HOUCINE,Articles en ciment ou en béton (tuyaux et conduits).,Sidi Bouzid,(216) - 97 489 978 / 24 576 921
NLLE DE SILICE,Extraction et transformation de pierres et marbre.,Sidi Bouzid,(216) - 22 133 167 / 20 838 838
NOUMIDIA MARBRE,Extraction et transformation de pierres et marbre.,Le kef,(216) - 78 224 100
PASCHINSKY ENTREPRISE,Plâtre.,Le kef,(216) - 97 051 506
PAVES EL MORJANE,Articles en ciment ou en béton (tuyaux et conduits).,Jendouba,(216) - 97 503 762 / 78 673 319
PETROCHEM INDUSTRIES,Extraction et transformation de pierres et marbre.,Gabes,(216) - 71 861 541 / 50 960 042
PHARMA CLEAN ROOM,Dérivés de plâtre.,Sousse,(216) - 73 356 711
PIERRE DE CARTHAGE,Extraction et transformation de pierres et marbre.,Bizerte,(216) - 72 453 330
PLEMIVER,Façonnage et transformation du verre plat.,Le kef,(216) - 78 223 900
POLYBETON,Articles en ciment ou en béton (tuyaux et conduits).,Zaghouan,(216) - 71 949 949 / 72 640 446
POTERIE HASSIKI,"Articles ménagers en porcelaine, faïence et grès - Carreaux en céramique - Briques et hourdis.",Nabeul,(216) - 72 223 184
POTERIE SLAMA,"Articles ménagers en porcelaine, faïence et grès.",Nabeul,(216) - 72 230 140
PROMOVERRE,Façonnage et transformation du verre plat.,Ariana,(216) - 98 329 427 / 70 563 500
PTS,Extraction et transformation de pierres et marbre - Articles en ciment ou en béton (tuyaux et conduits).,Sfax,(216) - 74 659 030
RAM MARBRERIE,Extraction et transformation de pierres et marbre.,Gabes,(216) - 71 348 704 / 75 266 031
REKA GRANITE INDUSTRY,Articles sanitaires en céramique.,Mahdia,(216) - 29 881 739
RMA,Verre creux (verre de table et bouteillerie).,Tunis,(216) - 71 274 225 / 54 167 232
ROYAL BETON,Béton prêt à l'emploi.,Sfax,(216) - 74 273 444
S.B.C.,Béton prêt à l'emploi.,Kairouan,(216) - 97 954 384 / 25 983 785
SANIBEL,Articles sanitaires en céramique.,Manouba,(216) - 71 545 121 / 71 545 633
SANIMED,Articles sanitaires en céramique.,Sfax,(216) - 74 658 777
SCC (CHEBIKA),Extraction et transformation de pierres et marbre.,Kairouan,(216) - 77 301 270 / 77 229 316
SCE (ENFIDHA),Ciment.,Sousse,(216) - 70 245 920 / 56 832 124
SCG (GABES),Ciment - Chaux.,Gabes,(216) - 71 950 952 / 75 350 722
SCIMACO MEGA BETON,Articles en ciment ou en béton (tuyaux et conduits).,Monastir,(216) - 73 414 000
SCK (TESTOUR),Extraction et transformation de pierres et marbre.,Beja,
SCM,Briques et hourdis.,Monastir,(216) - 73 475 035
SCTM,Extraction et transformation de pierres et marbre.,Tunis,(216) - 71 842 911 / 58 553 000
SDIRI ET TOUIHRI DE MARBRE,Extraction et transformation de pierres et marbre.,Le kef,(216) - 97 772 537
SDMT,Autres produits céramiques - Travail de la pierre.,Tunis,(216) - 71 934 077
SEMG,Extraction et transformation de pierres et marbre.,Gabes,(216) - 50 434 767 / 52 529 285
SENSORIA,Articles sanitaires en céramique.,Zaghouan,(216) - 92 553 360 / 72 659 604
SFTTC,"Articles ménagers en porcelaine, faïence et grès.",Nabeul,(216) - 72 320 620 / 96 300 888
SIAC (JEBEL EL OUST),Produits abrasifs.,Zaghouan,(216) - 71 941 102 / 98 170 004
